id,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure,binaryClass
994,46,3,4,9,1,1,3,4,0,N
995,25,4,4,1,1,1,1,4,0,N
996,21,2,1,3,1,0,3,1,1,N
997,25,2,3,4,1,0,3,2,0,N
998,28,2,3,6,1,1,2,4,0,N
999,36,2,4,11,1,1,1,4,1,N
1000,46,1,2,9,1,0,3,4,1,N
1001,35,2,2,6,1,0,3,1,1,P
1002,41,3,2,11,1,1,2,3,0,P
1003,27,2,4,1,1,0,1,1,0,P
1004,25,4,4,0,1,0,3,4,0,P
1005,23,2,2,2,1,1,3,3,0,P
1006,48,1,1,1,1,0,3,3,1,P
1007,23,4,4,0,1,0,1,4,0,P
1008,31,3,4,2,1,1,3,3,0,P
1009,49,4,4,1,1,1,3,4,0,P
1010,42,2,3,2,1,1,1,4,0,P
1011,26,2,4,3,1,1,3,4,0,P
1012,21,2,2,1,1,1,3,2,0,P
1013,29,3,4,4,1,1,1,4,0,P
1014,38,1,2,12,1,1,2,3,0,P
1015,25,4,4,2,1,1,3,2,0,P
1016,22,4,4,0,1,1,3,2,0,P
1017,20,3,4,0,1,1,3,3,0,P
1018,35,4,4,1,1,1,1,3,0,P
1019,32,2,3,1,1,1,3,3,0,P
1020,38,2,4,3,1,1,1,3,0,P
1021,27,1,2,4,1,1,1,4,1,P
1022,41,2,4,1,1,1,2,3,0,P
1023,28,3,4,0,1,0,1,3,0,P
1024,23,4,4,1,1,0,3,3,0,P
1025,27,4,4,1,0,0,2,4,0,P
1026,33,4,4,2,0,1,1,4,0,P
1027,39,2,2,5,1,0,3,2,1,P
1028,41,2,2,5,0,1,2,2,0,P
1029,40,2,2,8,1,1,1,3,0,P
1030,43,3,4,10,1,1,3,3,0,P
1031,35,3,4,6,1,0,2,2,0,P
1032,32,3,4,0,1,1,3,4,0,P
1033,49,2,3,4,1,1,2,3,0,P
1034,47,2,2,4,1,1,3,1,0,P
1035,42,4,4,1,1,1,2,4,0,P
1036,48,4,4,4,0,1,1,4,0,P
1037,42,4,4,3,1,1,1,4,0,P
1038,37,4,4,2,1,1,1,4,0,P
1039,23,3,3,1,1,0,2,4,0,P
1040,24,3,4,0,1,0,2,3,0,P
1041,43,2,3,3,0,1,2,3,0,P
1042,24,3,3,2,1,0,3,2,0,P
1043,29,2,4,0,1,0,3,4,0,P
1044,45,1,1,0,0,0,2,1,0,P
1045,31,4,4,3,1,0,2,3,0,P
1046,44,1,4,9,1,1,1,2,0,P
1047,28,2,3,1,1,1,3,1,0,P
1048,28,3,4,1,0,1,2,2,0,P
1049,33,1,2,0,1,0,3,3,0,P
1050,43,4,4,6,1,1,1,3,0,P
1051,34,3,4,4,1,1,1,3,0,P
1052,36,1,4,2,1,1,2,2,0,P
1053,22,4,4,0,1,0,2,4,0,P
1054,35,2,3,8,1,1,3,3,1,P
1055,25,4,4,1,1,1,1,4,0,P
1056,43,1,2,8,1,1,2,2,1,P
1057,46,1,4,8,1,1,1,4,1,P
1058,27,3,4,2,1,1,1,3,0,P
1059,30,1,1,7,1,1,2,3,0,P
1060,25,4,4,1,1,1,3,4,0,P
1061,42,4,4,1,1,0,1,4,0,P
1062,30,1,3,1,1,1,3,4,0,P
1063,27,3,3,4,1,1,2,4,0,P
1064,45,2,3,11,1,1,2,3,0,P
1065,29,3,4,2,1,1,1,3,0,P
1066,36,1,4,1,1,1,3,3,0,P
1067,49,1,2,8,1,1,3,1,1,P
1068,47,1,4,7,1,1,2,3,0,P
1069,30,4,4,4,1,1,2,4,0,P
1070,24,2,3,2,1,1,3,1,0,P
1071,48,1,1,6,1,1,2,3,1,P
1072,47,1,2,2,1,1,2,3,1,P
1073,24,3,4,1,1,0,3,3,0,P
1074,48,3,4,5,1,1,2,3,0,P
1075,38,1,2,8,1,1,3,3,1,P
1076,45,3,4,0,1,1,1,3,0,P
1077,43,4,4,3,0,1,2,4,0,P
1078,33,1,1,5,1,1,3,1,1,P
1079,37,3,4,7,1,1,3,4,0,P
1080,36,2,1,6,1,1,2,3,0,P
1081,25,3,4,3,1,1,1,1,0,P
1082,49,4,4,6,0,0,1,4,0,P
1083,30,4,4,1,1,0,1,4,0,P
1084,35,4,4,5,1,1,1,4,0,P
1085,28,2,4,0,1,1,3,1,0,P
1086,30,4,2,0,1,0,3,3,0,P
1087,27,4,4,2,1,0,1,4,0,P
1088,45,2,4,8,1,1,2,3,0,P
1089,46,3,1,5,1,1,3,2,0,P
1090,28,1,4,0,1,0,4,1,0,P
1091,21,2,4,0,1,1,2,2,0,P
1092,20,3,4,2,1,1,3,3,0,P
1093,28,3,3,5,1,1,3,3,0,P
1094,25,3,3,1,1,1,2,2,0,P
1095,38,1,2,6,1,1,2,1,1,P
1096,20,3,4,1,1,1,3,2,0,P
1097,24,3,4,2,1,1,2,4,0,P
1098,39,3,1,1,1,1,2,3,0,P
1099,25,1,3,1,1,1,4,2,0,P
1100,23,3,4,4,1,1,3,1,1,P
1101,24,4,4,1,1,0,1,3,0,P
1102,26,4,4,3,1,1,1,4,0,P
1103,20,3,4,2,1,1,3,2,0,P
1104,31,3,3,1,1,0,3,4,0,P
1105,22,4,4,0,1,1,2,1,1,P
1106,36,2,3,6,1,1,2,3,0,P
1107,45,3,4,0,1,1,1,3,0,P
1108,47,2,2,7,1,1,2,2,0,P
1109,30,2,3,1,1,1,2,1,0,P
1110,35,4,4,3,1,1,1,4,0,P
1111,34,2,2,9,1,0,2,3,0,P
1112,28,4,4,1,1,0,1,3,0,P
1113,18,3,4,1,1,1,3,3,0,P
1114,25,2,3,2,1,1,3,2,0,P
1115,27,3,4,0,1,0,3,3,0,P
1116,21,4,4,1,1,1,3,4,0,P
1117,19,4,4,1,1,1,1,3,0,P
1118,26,4,4,0,1,1,3,4,0,P
1119,28,4,4,5,1,1,1,4,0,P
1120,38,1,3,4,1,0,2,2,0,P
1121,39,2,3,10,1,1,3,4,0,P
1122,45,2,3,6,1,1,3,2,1,P
1123,30,3,4,4,0,1,2,3,0,P
1124,47,2,4,2,1,1,3,2,1,P
1125,38,2,2,6,1,1,3,4,0,P
1126,42,3,3,5,1,1,2,2,0,P
1127,31,4,4,2,1,1,1,2,0,P
1128,44,1,2,2,1,1,3,1,0,P
1129,42,4,4,3,1,0,1,4,0,P
1130,28,4,4,2,1,1,1,3,0,P
1131,34,2,4,6,1,0,3,4,0,P
1132,45,1,3,7,1,0,1,3,0,P
1133,43,4,4,5,1,1,1,3,0,P
1134,28,3,4,0,1,0,3,4,0,P
1135,27,3,4,0,1,1,3,3,0,P
1136,26,2,3,1,1,0,4,4,0,P
1137,26,3,4,1,0,1,2,2,0,P
1138,37,3,4,4,1,0,2,4,0,P
1139,48,3,4,11,1,1,1,4,0,P
1140,47,2,3,12,1,1,3,1,0,P
1141,22,2,4,1,1,1,3,4,0,P
1142,48,4,4,1,0,1,1,4,0,P
1143,42,1,3,12,1,1,2,4,0,P
1144,32,4,4,3,1,1,1,4,0,P
1145,33,4,4,3,0,0,1,3,0,P
1146,45,4,4,1,1,0,1,4,0,P
1147,26,2,3,1,1,0,3,4,1,P
1148,45,4,4,1,1,1,1,4,0,P
1149,25,3,3,1,1,0,2,4,0,P
1150,36,4,3,3,1,0,3,2,0,P
1151,31,3,3,2,1,0,3,3,0,P
1152,22,3,4,2,1,1,3,3,0,P
1153,46,4,4,10,1,1,1,3,0,P
1154,26,2,3,3,1,1,3,4,0,P
1155,25,3,2,1,1,0,3,3,0,P
1156,20,4,4,0,0,0,2,4,0,P
1157,31,3,4,3,0,0,2,4,0,P
1158,36,3,3,3,0,0,2,3,1,P
1159,47,3,2,5,1,1,4,4,0,P
1160,43,3,4,2,0,1,3,4,0,P
1161,20,3,4,0,1,1,3,3,0,P
1162,24,4,4,4,1,1,1,4,0,P
1163,33,2,2,3,0,0,2,4,0,P
1164,41,3,4,3,0,1,2,4,0,P
1165,48,3,4,4,0,1,2,4,0,P
1166,32,4,4,1,0,1,1,4,0,P
1167,38,3,3,4,0,0,3,2,1,P
1168,48,3,4,8,1,1,3,3,0,P
1169,34,1,3,4,1,0,3,4,0,P
1170,31,1,1,6,1,1,3,2,0,P
1171,46,1,2,7,1,1,3,1,1,P
1172,45,2,2,7,1,1,3,1,1,P
1173,34,3,4,4,0,1,3,1,1,P
1174,16,2,4,1,1,1,3,4,0,P
1175,18,3,2,1,1,1,3,1,0,P
1176,22,2,2,1,1,1,3,1,1,P
1177,32,2,2,2,1,1,2,4,0,P
1178,41,1,3,3,1,0,2,4,0,P
1179,22,3,3,2,1,1,2,4,0,P
1180,23,3,2,0,1,1,2,2,0,P
1181,22,3,4,0,1,0,3,4,0,P
1182,40,2,2,6,1,1,2,2,1,P
1183,29,3,4,1,0,1,2,3,0,P
1184,42,4,4,0,0,0,3,4,0,P
1185,29,3,4,2,1,1,3,4,0,P
1186,31,3,2,1,1,1,3,4,0,P
1187,28,4,4,3,0,0,1,4,0,P
1188,21,2,3,0,1,1,3,4,0,P
1189,26,4,4,2,1,1,1,3,0,P
1190,37,3,4,0,1,1,3,4,0,P
1191,24,3,4,2,1,1,2,2,0,P
1192,25,4,4,0,0,1,2,4,0,P
1193,22,2,1,0,1,1,2,2,0,P
1194,45,4,4,1,1,1,1,4,0,P
1195,47,4,4,1,1,1,1,4,0,P
1196,28,4,4,5,1,0,3,4,0,P
1197,24,2,2,4,1,1,3,4,0,P
1198,34,3,3,6,1,1,2,3,0,P
1199,47,2,3,5,1,1,1,1,0,P
1200,31,3,4,2,1,1,1,4,0,P
1201,26,1,3,1,1,1,3,1,0,P
1202,25,4,4,3,1,1,1,2,0,P
1203,47,1,1,4,1,1,2,2,0,P
1204,48,1,1,8,1,1,1,1,1,P
1205,38,2,2,10,1,1,3,2,0,P
1206,32,1,3,4,1,1,2,2,1,P
1207,47,1,2,2,1,1,2,4,0,P
1208,27,4,4,3,1,1,1,4,0,P
1209,40,1,1,0,1,1,3,2,0,P
1210,46,4,4,6,1,1,1,4,0,P
1211,33,3,3,3,1,1,3,4,0,P
1212,49,1,2,5,1,0,2,2,1,P
1213,21,2,4,3,1,1,3,2,0,P
1214,31,4,4,0,0,0,2,4,0,P
1215,42,4,4,4,1,1,3,4,0,N
1216,35,4,4,3,1,1,1,4,0,N
1217,31,4,4,4,1,1,3,3,0,N
1218,42,4,4,6,1,1,1,3,0,N
1219,49,3,4,4,1,1,3,4,0,N
1220,21,4,4,1,1,1,1,3,0,N
1221,28,3,4,3,1,1,1,4,0,N
1222,22,4,4,1,1,1,1,3,0,N
1223,36,4,4,3,1,0,1,4,0,N
1224,45,2,2,9,1,1,3,3,0,N
1225,40,4,4,4,1,1,1,4,0,N
1226,30,2,2,7,1,1,3,4,0,N
1227,35,4,4,5,1,0,1,4,0,N
1228,26,2,4,2,1,1,1,4,0,N
1229,45,4,4,3,1,1,1,4,0,N
1230,27,3,3,2,1,1,3,4,0,N
1231,32,4,4,4,1,1,1,2,0,N
1232,27,4,4,3,1,1,1,3,0,N
1233,28,4,4,2,0,1,1,4,0,N
1234,30,4,4,3,1,1,2,1,0,N
1235,34,4,4,4,1,1,2,4,0,N
1236,26,3,4,3,1,1,2,3,0,N
1237,44,1,4,2,1,1,1,3,0,N
1238,29,4,4,3,1,1,1,4,0,N
1239,26,3,4,2,1,1,3,3,0,N
1240,41,4,4,8,1,1,1,4,0,N
1241,32,3,3,4,1,0,3,3,0,N
1242,23,3,1,1,1,0,3,3,0,N
1243,38,2,3,4,1,1,1,2,0,N
1244,22,4,4,1,1,0,2,2,0,N
1245,34,3,4,3,0,1,1,4,0,N
1246,38,3,4,7,0,1,2,3,0,N
1247,21,4,4,1,1,1,1,4,0,N
1248,43,1,3,4,1,1,1,4,0,N
1249,44,3,3,9,1,1,1,1,0,N
1250,24,4,4,1,1,1,2,4,0,N
1251,27,4,4,1,1,0,3,3,0,N
1252,34,3,4,4,1,1,3,3,0,N
1253,29,3,4,2,1,1,1,4,0,N
1254,26,4,4,1,1,0,2,3,0,N
1255,37,4,4,7,1,1,1,4,0,N
1256,21,3,4,3,1,1,1,4,0,N
1257,47,4,4,4,0,1,2,4,0,N
1258,41,4,4,3,1,0,2,3,0,N
1259,29,3,4,3,1,1,1,3,0,N
1260,25,4,4,1,1,0,1,4,0,N
1261,33,4,4,2,0,0,1,3,0,N
1262,23,4,4,1,0,1,1,4,0,N
1263,32,4,4,4,1,1,2,3,0,N
1264,45,4,4,3,1,1,1,4,0,N
1265,37,4,4,4,1,1,1,4,0,N
1266,35,2,4,4,0,1,3,2,0,N
1267,37,4,4,3,1,1,3,4,0,N
1268,35,4,4,5,1,1,2,4,0,N
1269,23,4,4,1,1,1,3,3,0,N
1270,38,2,2,8,1,1,2,2,0,N
1271,41,4,4,4,0,0,2,4,0,N
1272,35,1,2,9,1,0,3,1,0,N
1273,29,4,4,3,1,1,3,2,0,N
1274,26,3,3,2,1,1,1,3,0,N
1275,22,3,3,2,1,1,3,3,0,N
1276,30,2,3,5,1,1,3,1,1,N
1277,36,4,4,3,1,1,3,3,0,N
1278,26,3,4,3,1,1,1,4,0,N
1279,32,4,4,2,1,0,3,4,0,N
1280,39,4,4,3,0,1,2,4,0,N
1281,29,3,4,3,1,1,1,3,0,N
1282,40,4,4,5,1,1,1,3,0,N
1283,43,3,3,6,1,0,3,2,0,N
1284,44,3,4,6,1,1,3,2,0,N
1285,24,4,4,2,1,1,2,4,0,N
1286,42,4,4,3,1,0,1,4,0,N
1287,33,3,4,2,1,1,1,4,0,N
1288,24,4,4,1,0,1,2,3,0,N
1289,28,3,4,2,0,1,2,3,0,N
1290,32,2,1,5,1,0,2,2,0,N
1291,26,2,2,4,1,1,3,4,0,N
1292,27,4,4,1,1,1,1,4,0,N
1293,41,3,4,3,0,1,2,4,0,N
1294,28,3,4,2,0,1,3,3,0,N
1295,23,4,4,1,1,0,3,4,0,N
1296,31,2,2,4,1,1,4,3,1,N
1297,33,4,4,3,0,1,2,4,0,N
1298,35,4,4,5,1,1,1,4,0,N
1299,39,3,4,5,1,1,3,4,0,N
1300,27,4,4,2,1,1,1,3,0,N
1301,48,4,4,3,0,1,1,4,0,N
1302,25,3,1,2,1,0,3,4,0,N
1303,38,4,4,4,1,1,2,4,0,N
1304,48,4,4,7,1,0,1,4,0,N
1305,34,4,4,4,1,0,3,3,0,N
1306,36,3,3,4,1,1,1,3,0,N
1307,34,4,4,3,1,0,3,4,0,N
1308,42,4,4,4,0,0,2,4,0,N
1309,45,3,3,5,0,1,1,3,0,N
1310,37,4,4,4,0,1,2,4,0,N
1311,38,4,4,3,0,0,2,4,0,N
1312,42,3,3,4,0,1,3,4,0,N
1313,42,2,4,5,0,1,2,3,0,N
1314,41,4,4,6,1,1,1,4,0,N
1315,43,4,4,5,0,1,1,4,0,N
1316,34,4,4,2,0,0,3,2,0,N
1317,44,2,3,1,0,1,2,4,0,N
1318,41,4,4,4,0,1,1,4,0,N
1319,36,4,4,3,1,1,1,4,0,N
1320,34,1,2,5,1,1,3,4,0,N
1321,32,3,2,5,1,1,3,3,0,N
1322,34,3,3,6,1,1,1,4,0,N
1323,24,4,4,2,1,0,3,3,0,N
1324,21,3,3,1,0,1,3,2,0,N
1325,38,4,3,9,1,1,3,3,0,N
1326,39,4,4,3,1,0,1,4,0,N
1327,35,2,2,6,1,0,2,2,1,N
1328,30,2,3,7,1,1,3,3,0,N
1329,17,3,4,1,1,1,3,3,0,N
1330,32,2,4,3,1,1,3,4,0,N
1331,43,4,4,5,0,1,1,4,0,N
1332,31,2,2,4,1,1,3,3,0,N
1333,24,1,2,3,1,1,3,2,0,N
1334,26,2,4,3,1,1,1,3,0,N
1335,35,3,4,4,1,0,1,4,0,N
1336,46,3,4,4,1,0,3,4,0,N
1337,29,2,3,3,1,1,3,3,0,N
1338,21,3,4,1,1,0,3,4,0,N
1339,31,4,4,5,1,0,1,4,0,N
1340,24,4,4,2,1,1,3,3,0,N
1341,24,2,4,3,1,1,3,3,0,N
1342,36,4,4,4,1,1,1,3,0,N
1343,37,2,3,9,1,1,3,3,0,N
1344,37,3,3,6,1,1,3,3,0,N
1345,37,3,3,11,1,1,1,2,0,N
1346,44,4,4,4,0,1,2,3,0,N
1347,35,2,3,6,1,1,2,3,0,N
1348,25,4,4,3,1,1,3,3,0,N
1349,21,4,4,2,1,1,2,3,0,N
1350,24,1,2,3,1,1,3,2,0,N
1351,16,2,3,1,1,1,3,1,0,N
1352,21,3,2,1,1,1,3,1,1,N
1353,25,2,4,2,1,1,2,4,0,N
1354,26,4,4,1,1,0,2,4,0,N
1355,43,4,4,2,1,1,1,4,0,N
1356,24,4,4,1,1,1,1,4,0,N
1357,30,3,4,3,0,1,3,3,0,N
1358,30,2,3,3,1,1,3,3,0,N
1359,26,4,4,2,1,1,3,3,0,N
1360,29,2,4,4,1,1,3,2,0,N
1361,24,3,4,4,1,1,3,1,0,N
1362,29,3,3,2,1,1,3,2,0,N
1363,29,1,2,1,1,1,3,3,0,N
1364,22,4,4,1,1,1,2,4,0,N
1365,30,3,3,4,1,0,3,2,0,N
1366,24,4,4,1,1,1,2,3,0,N
1367,25,4,4,2,1,1,1,2,0,N
1368,44,4,4,5,1,0,1,4,0,N
1369,28,2,3,3,1,1,2,4,0,N
1370,22,3,3,1,1,1,3,2,0,N
1371,30,2,2,6,1,0,2,3,0,N
1372,25,3,4,3,1,1,2,4,0,N
1373,25,4,4,2,1,1,3,3,0,N
1374,33,4,4,2,1,0,1,4,0,N
1375,33,3,3,4,1,0,2,3,0,N
1376,26,3,3,2,1,0,2,2,0,N
1377,29,3,4,5,1,1,3,3,0,N
1378,32,3,3,4,1,1,2,1,0,N
1379,30,4,4,1,1,0,3,2,0,N
1380,37,4,4,1,0,1,1,4,0,N
1381,31,1,2,4,1,1,3,3,0,N
1382,36,1,2,4,1,1,3,1,1,N
1383,36,2,2,7,1,0,2,2,1,N
1384,26,3,4,2,1,0,2,4,0,N
1385,36,4,4,3,1,1,1,4,0,N
1386,28,4,4,1,1,1,2,4,0,N
1387,33,4,4,5,1,1,3,3,0,N
1388,25,3,4,2,1,0,2,4,0,N
1389,31,4,4,2,0,1,1,4,0,N
1390,38,4,4,4,1,0,1,4,0,N
1391,35,1,2,5,1,1,3,3,0,N
1392,33,4,4,3,0,0,2,4,0,N
1393,30,2,2,2,1,1,3,2,0,N
1394,20,3,3,2,1,1,2,2,1,N
1395,18,3,3,1,1,1,2,2,0,N
1396,30,3,2,3,1,1,3,3,0,N
1397,35,2,3,6,1,0,3,2,0,N
1398,22,3,3,2,1,1,3,1,0,N
1399,28,2,4,7,1,1,3,3,0,N
1400,21,3,3,1,1,1,3,1,0,N
1401,27,3,4,4,1,1,3,4,0,N
1402,30,3,4,3,1,1,3,3,0,N
1403,25,3,4,2,1,1,3,3,0,N
1404,26,4,4,3,1,1,3,2,0,N
1405,37,2,4,5,1,1,1,4,0,N
1406,47,1,3,9,1,0,3,3,0,N
1407,36,1,1,5,1,1,3,3,0,N
1408,36,2,3,6,1,1,2,4,0,N
1409,36,4,4,3,1,1,2,4,0,N
1410,28,4,4,4,1,1,3,4,0,N
1411,21,4,4,2,1,1,3,3,0,N
1412,25,4,4,2,1,1,2,3,0,N
1413,30,3,4,3,1,1,3,4,0,N
1414,22,3,3,3,1,1,3,3,0,N
1415,23,4,3,2,1,0,2,3,0,N
1416,36,3,4,9,1,1,3,4,0,N
1417,28,4,3,2,1,1,3,2,0,N
1418,46,2,2,5,1,1,2,4,0,N
1419,47,4,4,5,1,1,3,2,0,N
1420,41,1,4,5,1,0,2,4,0,N
1421,44,4,4,5,1,1,3,4,0,N
1422,34,2,3,3,0,1,3,2,1,N
1423,37,2,3,6,1,1,3,4,0,N
1424,34,4,4,2,0,1,1,4,0,N
1425,22,2,4,2,1,1,3,2,0,N
1426,33,2,3,4,1,1,2,3,0,N
1427,21,3,4,3,1,1,3,1,0,N
1428,31,4,4,4,1,0,3,4,0,N
1429,41,4,3,5,1,0,3,4,0,N
1430,30,4,3,4,1,1,3,3,0,N
1431,32,2,4,5,1,1,3,4,0,N
1432,27,4,4,2,0,0,2,4,0,N
1433,26,4,4,1,0,0,2,4,0,N
1434,42,4,4,5,0,1,2,4,0,N
1435,24,4,4,1,1,1,1,3,0,N
1436,37,4,4,6,1,1,1,4,0,N
1437,30,2,3,5,1,0,3,4,0,N
1438,27,4,4,1,1,1,1,4,0,N
1439,34,2,4,6,1,1,3,3,0,N
1440,32,3,4,5,0,1,1,4,0,N
1441,28,4,4,1,0,0,2,4,0,N
1442,29,3,3,1,0,0,2,4,0,N
1443,42,4,4,3,0,1,2,4,0,N
1444,21,2,2,0,0,1,4,4,0,N
1445,22,4,4,2,1,1,3,4,0,N
1446,36,4,4,3,0,1,3,4,0,N
1447,45,2,3,3,0,0,2,4,0,N
1448,34,4,4,2,0,0,2,4,0,N
1449,35,2,3,5,1,1,3,3,0,N
1450,19,4,4,1,1,1,2,3,0,N
1451,27,4,4,4,1,1,3,3,0,N
1452,37,2,4,4,1,0,2,3,0,N
1453,26,3,2,4,1,1,3,4,0,N
1454,28,1,3,5,1,1,3,4,0,N
1455,31,3,4,5,1,1,1,4,0,N
1456,32,2,2,6,1,1,2,3,0,N
1457,40,2,2,4,0,0,2,4,0,N
1458,27,3,3,5,1,1,2,4,0,N
1459,27,2,2,3,1,1,2,2,1,N
1460,37,4,4,5,0,0,2,4,0,N
1461,22,4,3,1,1,1,2,2,0,N
1462,27,4,4,4,1,1,1,2,1,N
1463,21,4,4,1,0,1,2,4,0,N
1464,30,1,3,2,1,1,3,4,0,N
1465,23,2,2,1,1,1,2,4,0,N
1466,25,2,4,3,1,1,1,3,0,N
1467,42,2,4,6,1,1,2,4,0,N
1468,29,4,4,3,1,1,1,4,0,N
1469,33,4,4,2,1,0,2,4,0,N
1470,33,4,4,3,1,1,1,4,0,N
1471,39,3,3,8,1,0,1,4,0,N
1472,33,3,3,4,1,0,2,2,0,N
1473,17,3,3,1,1,1,2,4,0,N